id,name,url,ESG,E,S,G
3625,FILLIT,https://icomarks.com/ico/FILLIT,0.0,0.0,0.0,0.0
3626,Filotech,https://icomarks.com/ico/Filotech,0.002,0.0,0.0,0.002
3628,FinTab,https://icomarks.com/ico/FinTab,0.002,0.0,0.002,0.0
3633,GeoFunders,https://icomarks.com/ico/GeoFunders,0.006,0.0,0.004,0.002
3635,Giga Watt,https://icomarks.com/ico/Giga-Watt,0.004,0.0,0.004,0.0
3636,Gimli,https://icomarks.com/ico/Gimli,0.002,0.0,0.002,0.0
3638,GramGold Token,https://icomarks.com/ico/GramGold-Token,0.002,0.0,0.002,0.0
3639,GRE8,https://icomarks.com/ico/GRE8,0.008,0.0,0.004,0.004
3640,Gturbo,https://icomarks.com/ico/Gturbo,0.002,0.0,0.0,0.002
3641,H2SOL,https://icomarks.com/ico/H2SOL,0.016,0.012,0.002,0.002
3642,Handelion,https://icomarks.com/ico/Handelion,0.006,0.0,0.002,0.004
3643,HDCoin,https://icomarks.com/ico/HDCoin,0.01,0.0,0.0,0.01
3644,HeartBout,https://icomarks.com/ico/HeartBout,0.006,0.0,0.002,0.004
3645,HELIXHILLS,https://icomarks.com/ico/HELIXHILLS,0.004,0.0,0.002,0.002
3647,HeroesJourney,https://icomarks.com/ico/HeroesJourney,0.008,0.002,0.004,0.002
3648,HI-TEK,https://icomarks.com/ico/HI-TEK,0.019,0.0,0.017,0.002
3649,HighSeek,https://icomarks.com/ico/HighSeek,0.0,0.0,0.0,0.0
3650,HomeToken,https://icomarks.com/ico/HomeToken,0.004,0.0,0.004,0.0
3651,Homni,https://icomarks.com/ico/Homni,0.004,0.0,0.002,0.002
3652,HOSTCOIN,https://icomarks.com/ico/HOSTCOIN,0.0,0.0,0.0,0.0
3653,HoToKeN,https://icomarks.com/ico/HoToKeN,0.006,0.0,0.006,0.0
3654,HouseCoin,https://icomarks.com/ico/HouseCoin,0.002,0.0,0.0,0.002
3655,Hubii Network,https://icomarks.com/ico/Hubii-Network,0.0,0.0,0.0,0.0
3656,Human Discovery Platform,https://icomarks.com/ico/Human-Discovery-Platform,0.004,0.0,0.004,0.0
3657,ICloudSec,https://icomarks.com/ico/ICloudSec,0.004,0.0,0.002,0.002
3660,IIOTTEL,https://icomarks.com/ico/IIOTTEL,0.002,0.0,0.0,0.002
3661,INCX,https://icomarks.com/ico/INCX,0.006,0.0,0.004,0.002
3662,Intelligent Trading Foundation,https://icomarks.com/ico/Intelligent-Trading-Foundation,0.0,0.0,0.0,0.0
3663,iOlite,https://icomarks.com/ico/iOlite,0.002,0.0,0.0,0.002
3664,IP Sharing Exchange,https://icomarks.com/ico/IP-Sharing-Exchange,0.004,0.0,0.004,0.0
3666,JCASH,https://icomarks.com/ico/JCASH,0.0,0.0,0.0,0.0
3667,Jupiter Project,https://icomarks.com/ico/Jupiter-Project,0.002,0.0,0.0,0.002
